Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,HY-VEE,3900 W 24th Pl,,Lawrence,KS,66047,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9419594,-95.2893448,2015-04-23,49675,2015-04-23 08:09:43 UTC,,,,,,,,,J1772
ELEC,Kleiver Armory,10000 NE 33rd Dr,,Portland,OR,97211,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,45.594995,-122.635197,2015-04-23,51818,2015-04-23 07:11:26 UTC,,,,,,,,,J1772
E85,Agriland Fast Stop Express,1101 N Lincoln St,,Knoxville,IA,50138,,641-842-2116,E,,Public - Credit card at all times,24 hours daily; Also accept Agriland Fast Stop card - contact station for arrangements,A D M V,,,,,,,,,,200-8,41.3276838,-93.1094706,2015-04-03,46352,2015-04-03 16:57:39 UTC,P,,,2012-01-15,,,,true,
ELEC,"Walgreens - Bel Air, MD #12748",1201 East Churchville Rd,,Bel Air,MD,21014,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.5416769,-76.3300768,2015-04-23,42980,2015-04-23 07:34:15 UTC,,,,,,,,,J1772
E85,Meijer Gas #112,1900 W Main St,,Troy,OH,45373,,937-332-0529,E,,Public,24 hours daily,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.0546879,-84.243048,2015-03-04,32977,2015-03-04 14:26:56 UTC,P,,,2008-06-15,,,,false,
BD,Georgia Power,200 Miller St,,Valdosta,GA,31907,,,E,,Private,,,B20,,,,,,,,,200-8,32.3683812,-84.9568462,2015-01-06,27801,2015-01-06 17:48:13 UTC,T,,,2005-09-15,,,,,
LPG,L&W Landscape,206 Troy-Schenectady Rd,,Latham,NY,12110,,518-783-8928,E,,Public - Call ahead,9am-5pm M-F (summer); 9am-12pm M-F (winter),Cash Checks A D M V,,,,,,,,,,200-8,42.739613,-73.736467,2015-04-03,37257,2015-04-03 17:12:54 UTC,P,,,,,,false,,
ELEC,BEAM CHARGING,127 E 83rd St,,Manhattan,NY,10028,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7778702,-73.9571915,2015-04-23,38825,2015-04-23 07:48:04 UTC,,,,,,,,,NEMA520 J1772
LPG,Suburban Propane,2929 Enon Rd,Just south of US Route 70,Enon,OH,45323,,937-864-7327,E,,Public - Call ahead,8am-4:30pm M-F,A Cash D M V,,,,,,,,,,200-8,39.883349,-83.9372659,2015-03-04,19776,2015-03-04 14:13:58 UTC,P,,,,,,false,,
E85,Flying J,4200 N I-90 Service Rd,Exit 61,Rapid City,SD,57709,,605-342-5450,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,44.1037439,-103.1503175,2015-01-06,1487,2015-01-06 17:47:27 UTC,P,,,2005-06-15,,,,false,
LNG,Blu LNG - Maverick Travel Plaza,2550 S 1990 W,"I-15, exit 342",West Haven,UT,84401,,801-977-7252,E,,Public - Credit card at all times,"24 hours daily; Also accepts EFS, TCH, Comdata, and T-Chek",A CFN D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-8,41.22028299999999,-112.027794,2015-02-03,51481,2015-02-03 18:10:58 UTC,P,,,2013-08-28,,HD,,,
CNG,Trillium - Shell Gas Station,4590 Fulton Industrial Blvd SW,,Atlanta,GA,30336,,678-741-5301,P,2014-10-30,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,33.761355,-84.53591899999999,2015-01-06,60213,2015-04-20 16:45:26 UTC,P,,,,,HD,,,
ELEC,City of Palm Springs - Convention Center,277 Avenida Caballeros,,Palm Springs,CA,92262,,760-323-8214,E,,Public,24 hours daily,,,,,,4,,,,,200-8,33.8262181,-116.5380375,2015-01-06,52528,2015-04-20 19:17:30 UTC,LG,,,2013-08-05,,,,,J1772
ELEC,Mainline Station Parking,1001 West Railway Avenue,,Sisters,OR,97759,,888-833-2148,E,,Public,24 hours daily,,,,,,1,1,,AeroVironment Network,http://evsolutions.avinc.com/services/subscriber_network/,GPS,44.297646,-121.562372,2015-04-23,65877,2015-04-23 08:49:37 UTC,,,,,,,,,J1772 CHADEMO
ELEC,Black Mountain Public Safety Building,102 Montreat Rd,Midland Ave and West Street,Black Mountain,NC,28711,,828-419-9350,E,,Public,24 hours daily,,,,,,2,,,,,GPS,35.619218000000004,-82.320192,2015-01-06,47189,2015-01-06 17:46:46 UTC,LG,,,2011-12-15,,,,,J1772
ELEC,CNTYOFRIVERSIDE,3535 12th St,,Riverside,CA,92501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.9775658,-117.375154,2015-04-23,7205,2015-04-23 08:20:14 UTC,,,,,,,,,J1772
ELEC,Destin Commons Mall,4300 Legendary Dr,"Located on back of Uncle Bucks Bowling, near Bass Pro Shop",Destin,FL,32541,,850-337-8700,E,,Public,24 hours daily,,,,,,4,,,,,GPS,30.390205,-86.426185,2015-03-04,64934,2015-03-04 14:24:55 UTC,P,,,2014-09-24,,,,,J1772
E85,Thorntons #64,3909 Highway 31E,,Clarksville,IN,47129,,812-283-7881,E,,Public,24 hours daily,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,38.320919,-85.751467,2015-01-06,35603,2015-01-06 17:46:48 UTC,P,,,2010-04-01,,,,false,
LPG,Jaysan Gas Service Inc,80 County Rd,"Route 140 to Exit 8, east on Chace Rd, 500 feet to Crossroad Plaza, at 4-way turn right on County Rd, station is 1 mile on left",East Freetown,MA,02717,,508-763-2729,E,,Public - Call ahead,8am-4:30pm M-F; call station to arrange for after hours fueling,Checks Cash D M V,,,,,,,,,,200-8,41.7572147,-70.9468373,2015-01-06,14889,2015-01-06 17:46:40 UTC,P,,,,,,false,,
E85,Holiday Stationstore #317,2725 Campus Dr,,Plymouth,MN,55441,,763-551-2501,E,,Public - Credit card after hours,5am-11pm daily,Cash M V Voyager Wright_Exp,,,,,,,,,,200-8,45.0093633,-93.44907769999999,2015-03-04,18978,2015-03-04 01:16:02 UTC,P,,,2000-03-15,,,,false,
ELEC,Naples Nissan,3640 Pine Ridge Rd,,Naples,FL,34109,,239-643-3800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,26.2100255,-81.7441206,2015-01-06,46617,2015-02-10 18:26:31 UTC,P,,,2012-01-31,,,,,J1772
LPG,Flying J,2990 US Highway 17 S,I-95 Exit 29,Brunswick,GA,31523,,912-280-0006,E,,Public,24 hours daily,A Checks Cash D M V,,,,,,,,,,200-8,34.0661034,-84.6775668,2015-03-04,66075,2015-03-04 15:21:26 UTC,P,,,2015-02-15,,,false,,
BD,Carl's Junior 76 Station,2140 N Nimitz Hwy,Oahu,Honolulu,HI,96819,,808-848-0480,E,,Public,"5:30am-10pm M-W, 6am-11pm Th-Sat, 6am-10pm Sun",Cash A D M V,B99,,,,,,,,,200-8,21.3282018,-157.8858304,2015-04-03,30606,2015-04-03 17:03:39 UTC,P,,,2006-10-15,,,,,
E85,Kum & Go #880,"Cimmaron Tpke, Exit 36",,Lone Chimney,OK,74058,,918-454-2808,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,36.22478,-96.796792,2015-03-04,34269,2015-03-04 01:16:13 UTC,P,,,2009-03-10,,,,false,
CNG,Trillium CNG,1120 E Paige Ave,,Tulare,CA,93274,,800-920-1166,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp Trillium,,Q,3600,,,,,,,200-8,36.183105,-119.330406,2015-03-04,53625,2015-03-04 14:25:17 UTC,P,,,2014-04-15,,HD,,,
CNG,Clean Energy - Peoria Disposal,1113 N Swords Ave,,West Peoria,IL,61604,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,40.7004376,-89.6438486,2015-03-04,48903,2015-03-04 14:12:20 UTC,P,,,2012-03-01,,HD,,,
ELEC,11900 NE 1st Street Building G,"11900 NE 1st Street, Building G",,Bellevue,WA,98007,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,47.611519,-122.182197,2015-04-23,50914,2015-04-23 07:13:35 UTC,,,,,,,,,J1772
ELEC,Temple University - Health Sciences Center,3412-28 N Carlisle St,,Philadelphia,PA,19140,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.005165,-75.1532359,2015-04-23,52815,2015-04-23 07:13:27 UTC,,,,,,,,,J1772
ELEC,BEAM CHARGING,300 E 34th St,,Manhattan,NY,10016,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.7444153,-73.9754868,2015-04-23,38835,2015-04-23 07:48:05 UTC,,,,,,,,,NEMA520 J1772
ELEC,BEVERLY HILLS,440 N Camden Dr,,Beverly Hills,CA,90210,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,34.0694251,-118.4044671,2015-04-23,45298,2015-04-23 08:12:06 UTC,,,,,,,,,J1772 NEMA520
ELEC,LHS #1,1280 Johnson Ave,,San Jose,CA,95129,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.3000851,-122.0062201,2015-04-23,61380,2015-04-23 07:46:12 UTC,,,,,,,,,J1772
LPG,Suburban Propane,10112 Harrison Rd,Between Kilby and Dry Fork,Harrison,OH,45030,,513-367-4141,E,,Public - Call ahead,8am-5pm M-F,A Cash D M V,,,,,,,,,,200-8,39.243408,-84.777768,2015-03-04,19766,2015-03-04 01:20:29 UTC,P,,,,,,false,,
CNG,City of Phoenix - 52nd Street Water Yard,5204 E Thomas Rd,,Phoenix,AZ,85018,,,E,,Private,,,,Q,3600,,,,,,,200-8,33.4806488,-111.9681422,2015-01-06,32057,2015-01-06 17:47:47 UTC,LG,,,2000-05-15,,HD,,,
ELEC,Point Reyes National Seashore - Bear Valley Visitor Center,1 Bear Valley Rd,The Bear Valley Visitor Center is located about 3/4 miles west of the Bear Valley Road and Highway 1 junction.,Point Reyes Station,CA,94956,,415-464-5100 x2 x5,E,,Public,6am-12am daily; overnight parking pass given to backcountry camping permit holders is required for 24 hour use,,,,,,3,,,,,GPS,38.040933,-122.800044,2015-01-06,62978,2015-04-21 19:52:04 UTC,FG,16,Department of the Interior,2014-08-06,,,,,J1772
E85,Speedway #3766,7940 Brookville Rd,,Indianapolis,IN,46239,,317-351-8752,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.750608,-86.026916,2015-03-04,40350,2015-03-04 01:18:30 UTC,P,,,2011-06-15,,,,false,
ELEC,Brickell Bay Tower,"1001 Brickell Bay Drive, Suite 130",,Miami,FL,33131,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,25.763679,-80.189569,2015-04-23,61162,2015-04-23 07:09:41 UTC,,,,,,,,,J1772
ELEC,Newport Fashion Island,550 Newport Center Dr,,Newport Beach,CA,92660,,949-640-2916,E,,Public,24 hours daily,,,,,,,,2 SP Inductive  1 Avcon Conductive,,,200-8,33.6158612,-117.8711879,2015-03-04,7190,2015-03-04 14:22:56 UTC,P,,,1998-05-30,,,,,
E85,RB's Food Shop,100 N 3rd St,At intersection of Main Street.,Humphrey,NE,68642,,402-923-0286,E,,Public,"6am-10pm M-Th, 6am-11pm F-Sat, 7am-10pm Sun",A Checks Cash D M V,,,,,,,,,,200-8,41.6917634,-97.48446,2015-03-04,39208,2015-03-04 14:19:34 UTC,P,,,2010-04-15,,,,false,
ELEC,CITYOFRIVERSIDE,3637 5th St,,Riverside,CA,92501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.9845089,-117.3716379,2015-04-23,61108,2015-04-23 07:52:43 UTC,,,,,,,,,J1772
ELEC,Kohl's Store #685 Tucson,5850 W Arizona Pavillions Dr,,Tucson,AZ,85743,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,32.354899,-111.087796,2015-04-23,45287,2015-04-23 07:12:05 UTC,,,,,,,,,J1772
ELEC,Benton Co - Fairgrounds,110 SW 53rd Street,,Corvallis,OR,97333,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,44.566857,-123.312914,2015-04-23,46430,2015-04-23 07:10:04 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,200 SW 1st Avenue,,Fort Lauderdale,FL,33301,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,26.1202393,-80.1443329,2015-04-23,40976,2015-04-23 07:42:02 UTC,,,,,,,,,NEMA520 J1772
E85,Chevron,2755 Clairmont Rd,,Atlanta,GA,30329,,404-321-2712,T,,TEMPORARILY UNAVAILABLE (Public - Credit card after hours),6am-11pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,33.8375109,-84.31189499999999,2015-01-06,33003,2015-01-06 17:49:32 UTC,P,,,,,,,false,
ELEC,Sokol Blosser Winery,5000 Sokol Blosser Lane,,Dundee,OR,97115,,800-663-5633,E,,Public,MO: 13 hours; TU: 13 hours; WE: 13 hours; TH: 13 hours; FR: 13 hours; SA: 13 hours; SU: 13 hours,,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,45.2471771,-123.0480541,2015-04-23,53574,2015-04-23 07:35:04 UTC,,,,,,,,,J1772
ELEC,East Community Center,700 Woodland Street,,Nashville,TN,37206,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,36.17203,-86.76222,2015-04-23,49215,2015-04-23 07:14:32 UTC,,,,,,,,,J1772
E85,Circle K,1010 N Main St,,Monmouth,IL,61462,,309-734-1786,E,,Public,24 hours daily; Also accept Comdata cards,A Cash D M V,,,,,,,,,,200-8,40.9221825,-90.6480237,2015-03-04,65958,2015-03-04 01:17:19 UTC,P,,,2015-02-15,,,,false,
E85,Federal Correctional Institution - Bennettsville,696 Muckerman Rd,,Bennettsville,SC,29512,,,E,,Private,DOJ fleet use only,,,,,,,,,,,200-8,34.6737527,-79.724586,2015-01-06,62699,2015-01-06 17:43:42 UTC,FG,12,Department of Justice,2014-06-30,,,,false,
ELEC,Kum & Go #206,1725 NW 86th St,,Clive,IA,50325,,515-223-5367,E,,Public,24 hours daily,,,,,,1,,,,,200-8,41.6073949,-93.73591499999999,2015-03-04,40996,2015-03-04 14:28:35 UTC,P,,,2011-06-01,,,,,J1772
BD,Saxapahaw General Store,1735 Saxapahaw-Bethlehem Church Rd,Only Gas Station in town,Saxapahaw,NC,27340,,336-376-5332,E,,Public - Card key at all times,24 hours daily; must have piedmont biofuels card to fuel - visit http://www.biofuels.coop/ to arrange for card key,,B100,,,,,,,,,200-8,35.946531,-79.31833499999999,2015-01-06,37616,2015-01-06 17:43:24 UTC,P,,,2011-01-29,,,,,
ELEC,Garfield Park Library,2502 Shelby St,Located in the parking lot of the library,Indianapolis,IN,46203,,888-235-4976,E,,Public,24 hours daily,,,,,,2,,,,,200-8,39.732171,-86.140045,2015-01-06,48852,2015-01-06 17:46:51 UTC,T,,,2011-11-03,,,,,J1772
E85,Dover Air Force Base,10th St,,Dover,DE,19902,,,E,,Private - Government only,,,,,,,,,,,,GPS,39.1266755,-75.4767101,2015-01-06,53823,2015-01-06 17:47:01 UTC,FG,5,Department of Air Force,2013-11-30,,,,false,
ELEC,Eugene - Broadway Garage South,255 W. Broadway,,Eugene,OR,97401,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,44.049484,-123.095913,2015-04-23,46438,2015-04-23 07:12:38 UTC,,,,,,,,,J1772
ELEC,White Parking Lot,108 Clinton St,Located half a block west of Bridge Street (US-31),Charlevoix,MI,49720,,231-547-3273,E,,Public - Credit card at all times,24 hours daily,M V,,,,,2,,,,,200-8,45.3170474,-85.2589168,2015-01-06,52924,2015-01-06 17:46:22 UTC,LG,,,2012-11-01,,,,,J1772
E85,BP,31331 S Wixom Rd,,Wixom,MI,48393,,248-624-0900,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-8,42.5234979,-83.5359591,2015-01-06,34348,2015-01-06 17:45:34 UTC,P,,,2008-08-15,,,,false,
ELEC,COA FACILITIES,12138 N Lamar Blvd,,Austin,TX,78753,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,30.3991227,-97.6794893,2015-04-23,41769,2015-04-23 07:56:59 UTC,,,,,,,,,NEMA520 J1772
ELEC,CARCHARGING,400 W 12th St,,New York,NY,10014,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,40.7375375,-74.0097785,2015-04-23,53449,2015-04-23 07:51:20 UTC,,,,,,,,,J1772
ELEC,HENNEPIN COUNTY,501-531 5th St N,,Minneapolis,MN,55401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,44.9836162,-93.2785986,2015-04-23,61780,2015-04-23 08:32:34 UTC,,,,,,,,,J1772
BD,Pacific Pride,19020 63rd Ave NE,,Arlington,WA,98223,,800-950-3835,E,,Public - Card key at all times,24 hours daily; also accept Pacific Pride and Comdata cards,Voyager Wright_Exp,B20,,,,,,,,,200-8,48.1686092,-122.1459816,2015-01-06,35526,2015-01-06 17:44:35 UTC,P,,,2010-03-01,,,,,
ELEC,CPSE-SATX,2201-2299 Wyoming St,,San Antonio,TX,78203,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,29.4176421,-98.4545484,2015-04-23,64096,2015-04-23 07:55:30 UTC,,,,,,,,,J1772
LPG,Gresham Petroleum Co,415 Pershing Ave,,Indianola,MS,38751,,662-884-5002,E,,Public,"7am-5pm M-F, 8am-11am Sat",A Checks Cash D M V,,,,,,,,,,200-8,33.4470758,-90.6454507,2015-01-06,17489,2015-01-06 17:46:28 UTC,P,,,,,,true,,
ELEC,JOHNSON COUNTY,11811 S Sunset Dr,,Olathe,KS,66061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.9147339,-94.7995987,2015-04-23,50675,2015-04-23 08:17:36 UTC,,,,,,,,,J1772
CNG,Waste Management - Fayetteville,691 Tom Starling Rd,,Fayetteville,NC,28306,,,P,2015-08-01,PLANNED - not yet accessible (Private),,,,T,3600,,,,,,,200-8,34.9581975,-78.8958897,2015-04-03,66266,2015-04-03 16:56:36 UTC,P,,,,,HD,,,
LNG,Clean Energy - Port Wentworth,400 O Leary Rd,,Port Wentworth,GA,31407,,866-809-4869,P,2014-06-15,PLANNED - not yet accessible (Public - Card key at all times),24 hours daily; Call 866-809-4869 for Clean Energy card,CleanEnergy,,,,,,,,,,200-8,32.1926096,-81.1909431,2015-01-06,60950,2015-01-06 17:43:30 UTC,P,,,,,HD,,,
HY,HydrogenFuel Station,335 Richland Street,Call 803-354-5720 to receive access approval.,Columbia,SC,29201,,803-354-5720,E,,Public - Call ahead,,,,,,,,,,,,200-8,34.006419,-81.051715,2012-10-30,33980,2014-01-20 18:51:36 UTC,P,,,2009-04-01,,,,,
CNG,New York State Department of Transportation,125 Parrish St,,Canandaigua,NY,14424,,,E,,Private - Government only,8am-4pm M-F,,,Q,3000 3600,,,,,,,200-8,42.87721699999999,-77.281959,2015-01-06,32843,2015-03-24 18:41:59 UTC,SG,,,2001-05-15,,LD,,,
E85,Breaker's #127,4801 E Palmetto St,,Florence,SC,29506,,843-667-0330,E,,Public,6am-11pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,34.196796,-79.654695,2015-01-06,30264,2015-01-06 17:46:37 UTC,P,,,2007-05-15,,,,false,
E85,Speedway #9593,2900 Richmond Rd,,Lexington,KY,40509,,859-266-4218,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.006297,-84.452435,2015-03-04,53020,2015-03-04 14:26:40 UTC,P,,,2013-09-15,,,,false,
ELEC,Cool Roof Store,575 Cooke St,,Honolulu,HI,96813,,808-591-1900,E,,Public - Call ahead,8am-5pm daily,,,,,,,,2 Tesla Conductive 240V,,,GPS,21.299654,-157.857132,2015-01-06,35473,2015-04-07 13:10:21 UTC,P,,,2009-12-15,,,,,
LPG,Shell,620 W Charter Way,,Stockton,CA,95206,,209-466-1901,E,,Public,24 hours daily,Cash A D M V,,,,,,,,,,200-8,37.9367676,-121.2956061,2015-01-06,49611,2015-04-22 20:00:49 UTC,P,,,,,,true,,
LPG,U-Haul,1760 Park Ave,,Lynchburg,VA,24501,,434-528-3115,E,,Public,"7am-7pm M-Th, Sat; 7am-8pm F; 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,37.405828,-79.155661,2015-01-06,62104,2015-01-06 17:46:50 UTC,P,,,,,,true,,
LPG,U-Haul,4375 Fulton Industrial Blvd SW,At I-20,Atlanta,GA,30336,,404-696-8817,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.766012,-84.5306279,2015-01-06,19521,2015-01-06 17:47:49 UTC,P,,,,,,true,,
E85,FS Fast Stop,615 E Lincolnway,Junction of East Lincolnway (US 30) and Jackson Street,Morrison,IL,61270,,815-772-7743,E,,Public - Credit card after hours,"5am-10pm M-F, 6am-10pm Sat, 7am-10pm Sun",A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.8073718,-89.957098,2015-01-06,27424,2015-01-06 17:45:49 UTC,P,,,2005-09-15,,,,false,
ELEC,Clayton Lane Owner's Association,151 Detroit Street,,Denver,CO,80204,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,39.718799,-104.956794,2015-04-23,62403,2015-04-23 07:13:13 UTC,,,,,,,,,J1772
E85,Holiday ,2500 Orleans St,County Rd 5 & Hwy 36,Stillwater,MN,55082,,651-439-7438,E,,Public - Credit card after hours,"5am-11:30pm M-F, 6am-11:30pm Sat-Sun",A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,45.0428359,-92.798497,2015-03-04,40892,2015-03-04 14:22:06 UTC,P,,,2011-08-15,,,,true,
ELEC,GA TECH,352 Peachtree Pl NW,,Atlanta,GA,30318,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,33.7804856,-84.3984458,2015-04-23,66227,2015-04-23 07:47:33 UTC,,,,,,,,,J1772
ELEC,Texas Nissan of Grapevine,1401 W State Highway 114,,Grapevine,TX,76051,,817-601-3600,E,,Private,,,,,,,1,,,,,200-8,32.9277067,-97.094121,2015-01-06,48212,2015-02-10 18:58:34 UTC,P,,,2011-03-15,,,,,J1772
LPG,AmeriGas,5981 Route 152,,Wayne,WV,25570,,304-525-4170  866-209-5581,E,,Public - Call ahead,8am-4pm M-F,Checks Cash M V,,,,,,,,,,GPS,38.221475,-82.442375,2015-01-06,36953,2015-01-06 17:43:23 UTC,P,,,,,,true,,
ELEC,City of Palm Springs - Camelot Theatre,2300 E Baristo Rd,,Palm Springs,CA,92262,,760-323-8214,E,,Public,24 hours daily,,,,,,2,,,,,200-8,33.81996,-116.5212451,2015-01-06,52525,2015-04-20 19:14:55 UTC,LG,,,2013-08-07,,,,,J1772
ELEC,BMW-NA,300 Chestnut Ridge Rd,,Westwood,NJ,07677,,888-758-4389,E,,Public,24 hours daily,,,,,,28,4,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.03461,-74.072866,2015-04-23,64326,2015-04-23 08:40:13 UTC,,,,,,,,,J1772 J1772COMBO
ELEC,Sheridan Nissan,114 S Dupont Hwy,,New Castle,DE,19720,,302-326-6100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,39.6637925,-75.6052654,2015-01-06,46556,2015-02-10 18:42:21 UTC,P,,,2012-01-31,,,,,J1772
ELEC,The Reeds at Shelter Haven,9601 3rd Ave,,Stone Harbor,NJ,08247,,609-368-0100,E,,Public,7:30am - 11pm daily,,,,,,4,,,,,200-8,39.054155,-74.761398,2015-01-06,62639,2015-01-06 17:47:05 UTC,P,,,2014-06-30,,,,,J1772
E85,Hull Co-op Association,1207 Highway 18,Black Forest Road,Hull,IA,51239,,712-439-2406  712-439-1140,E,,Public - Credit card after hours,"6am-10pm M-Th, 6am-11pm F-Sat",Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.1857738,-96.13029859999999,2015-04-03,31158,2015-04-03 17:00:14 UTC,P,,,2007-02-15,,,,false,
E85,Menlo Park Veterans Affairs Medical Center,795 Willow Rd,,Menlo Park,CA,94025,,,E,,Private - Government only,,Wright_Exp,,,,,,,,,,GPS,37.46688,-122.163,2015-01-06,35245,2015-01-06 17:47:20 UTC,FG,19,Department of Veterans Affairs,2010-12-01,,,,false,
ELEC,Autocenters Nissan,1825 E Edwardsville Rd,,Wood River,IL,62095,,618-251-3000,E,,Private,,,,,,,1,,,,,200-8,38.8586473,-90.0668932,2015-01-06,47226,2015-02-10 18:45:31 UTC,P,,,2012-01-31,,,,,J1772
